,ID,Comments,CommentsTokenized
484,84,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
485,3017,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
486,2279,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
487,1869,transferred to manager ASAP,"['transferred', 'to', 'manager', 'ASAP']"
488,2733,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
489,3157,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
490,552,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
491,3682,He asked for a new phone number. I referred him to customer care.,"['He', 'asked', 'for', 'a', 'new', 'phone', 'number', '.', 'I', 'referred', 'him', 'to', 'customer', 'care', '.']"
492,979,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
493,3333,Asked how to disable call waiting. referred him to web site.,"['Asked', 'how', 'to', 'disable', 'call', 'waiting', '.', 'referred', 'him', 'to', 'web', 'site', '.']"
494,2084,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
495,2563,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
496,2783,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
497,3524,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
498,2928,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
499,2304,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
500,1438,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
501,3369,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
502,1892,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate.","['Can', 'not', 'believe', 'the', 'roaming', 'charges', '.', 'He', 'said', 'that', 'when', 'he', 'signed', 'up', 'that', 'the', 'sales', 'person', 'misled', 'him', 'with', 'respect', 'to', 'what', 'would', 'be', 'covered', '.', 'In', 'addition', ',', 'he', 'thinks', 'that', 'the', 'reception', 'in', 'many', 'of', 'the', 'cities', 'he', 'travels', 'to', 'is', 'inadequate', '.']"
503,2868,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
504,1777,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
505,3742,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
506,2342,Lost his charger and wants to know where he can another ASAP. I suggested local store.,"['Lost', 'his', 'charger', 'and', 'wants', 'to', 'know', 'where', 'he', 'can', 'another', 'ASAP', '.', 'I', 'suggested', 'local', 'store', '.']"
507,550,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
508,933,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
509,1727,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
510,1896,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.,"['He', 'hated', 'the', 'phone', '.', 'Claims', 'that', 'the', 'reception', 'is', 'horrible', 'in', 'many', 'parts', 'of', 'the', 'metropolitian', 'area', '.']"
511,1572,Said his battery never has worked well. Wants a new phone ASAP.,"['Said', 'his', 'battery', 'never', 'has', 'worked', 'well', '.', 'Wants', 'a', 'new', 'phone', 'ASAP', '.']"
512,2543,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
513,1455,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
514,703,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
515,1731,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.,"['He', 'wanted', 'credit', 'for', 'all', 'these', 'dropped', 'calls', '.', 'I', 'told', 'him', 'I', 'would', 'pass', 'him', 'onto', 'a', 'supervisor', '.', 'He', 'was', 'really', 'rude', 'and', 'very', 'upset', '.', 'Said', 'he', 'could', 'not', 'use', 'us', 'for', 'business', 'purposes', 'because', 'of', 'our', 'useless', 'service', '.']"
516,1981,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
517,1384,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.,"['He', 'hated', 'the', 'phone', '.', 'Claims', 'that', 'the', 'reception', 'is', 'horrible', 'in', 'many', 'parts', 'of', 'the', 'metropolitian', 'area', '.']"
518,429,Asked about how to change his ring tones. Referred him to web site.,"['Asked', 'about', 'how', 'to', 'change', 'his', 'ring', 'tones', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
519,3671,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.,"['Wanted', 'to', 'know', 'his', 'usage', 'and', 'whether', 'he', 'was', 'roaming', '.', 'Also', 'want', 'to', 'know', 'the', 'rates', 'when', 'he', 'is', 'roaming', '.', 'Thinking', 'about', 'changing', 'rate', 'plans', 'as', 'well', '.']"
520,3463,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
521,1484,Wants to change address.,"['Wants', 'to', 'change', 'address', '.']"
522,1610,Really wants the new phone from XVYX which has the PDA built in.,"['Really', 'wants', 'the', 'new', 'phone', 'from', 'XVYX', 'which', 'has', 'the', 'PDA', 'built', 'in', '.']"
523,3047,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
524,343,Does not like the way the phone works. It is to difficult compared to his last phone.,"['Does', 'not', 'like', 'the', 'way', 'the', 'phone', 'works', '.', 'It', 'is', 'to', 'difficult', 'compared', 'to', 'his', 'last', 'phone', '.']"
525,3009,Wants to know how to do text messaging. Referred him to web site.,"['Wants', 'to', 'know', 'how', 'to', 'do', 'text', 'messaging', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
526,585,The battery has never worked right. He says he cant use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.,"['The', 'battery', 'has', 'never', 'worked', 'right', '.', 'He', 'says', 'he', 'cant', 'use', 'the', 'phone', 'much', 'since', 'the', 'battery', 'dies', 'so', 'often', '.', 'Wants', 'to', 'know', 'if', 'this', 'is', 'a', 'problem', 'with', 'his', 'phone', 'and', 'if', 'there', 'are', 'other', 'batteries', 'he', 'can', 'try', '.', 'I', 'referred', 'him', 'to', 'web', 'site', '.']"
527,2401,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
528,2981,Wants information on our Internet service. Referred him to web site.,"['Wants', 'information', 'on', 'our', 'Internet', 'service', '.', 'Referred', 'him', 'to', 'web', 'site', '.']"
529,3749,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
530,906,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
531,3414,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
532,693,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,"['Wants', 'to', 'get', 'an', 'additional', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'Forwarded', 'him', 'on', 'to', 'customer', 'care', '.']"
533,3115,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,"['He', 'lost', 'his', 'phone', 'and', 'called', 'to', 'cancel', 'service', '.', 'I', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'He', 'will', 'contact', 'us', 'soon', '.']"
534,1718,Did not want to wait for us to implement GSM.,"['Did', 'not', 'want', 'to', 'wait', 'for', 'us', 'to', 'implement', 'GSM', '.']"
535,346,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.,"['He', 'complained', 'about', 'receiving', 'outbound', 'calls', 'to', 'his', 'cell', 'from', 'our', 'marketing', 'people', '.', 'He', 'says', 'that', 'we', 'have', 'sold', 'his', 'personal', 'information', 'and', 'he', 'is', 'on', 'numerous', 'lists', '.', 'He', 'said', 'that', 'if', 'we', 'continued', 'to', 'do', 'this', 'he', 'would', 'get', 'rid', 'of', 'the', 'service', '.']"
536,2746,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,"['Wants', 'to', 'change', 'rate', 'plans', 'to', 'get', 'family', 'all', 'on', 'same', 'bill', '.', 'I', 'transferred', 'him', 'to', 'customer', 'care', '.']"
537,255,I wished the handset was bigger. It is uncomfortable using the handset for a long time.,"['I', 'wished', 'the', 'handset', 'was', 'bigger', '.', 'It', 'is', 'uncomfortable', 'using', 'the', 'handset', 'for', 'a', 'long', 'time', '.']"
538,317,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,"['He', 'claimed', 'that', 'the', 'charger', 'never', 'really', 'worked', 'very', 'well', '.', 'As', 'a', 'result', 'the', 'phone', 'was', 'always', 'dying', 'on', 'him', '.', 'He', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
539,599,He expected significantly better Technical Support.,"['He', 'expected', 'significantly', 'better', 'Technical', 'Support', '.']"
540,3232,Wants a new faceplate.,"['Wants', 'a', 'new', 'faceplate', '.']"
541,1342,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,"['He', 'claimed', 'that', 'the', 'charger', 'never', 'really', 'worked', 'very', 'well', '.', 'As', 'a', 'result', 'the', 'phone', 'was', 'always', 'dying', 'on', 'him', '.', 'He', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
542,1494,Needed help figuring out his bill. I explained our minute charges.,"['Needed', 'help', 'figuring', 'out', 'his', 'bill', '.', 'I', 'explained', 'our', 'minute', 'charges', '.']"
543,3678,Wanted to know the nearest store location. Wants to buy additional accessories.,"['Wanted', 'to', 'know', 'the', 'nearest', 'store', 'location', '.', 'Wants', 'to', 'buy', 'additional', 'accessories', '.']"
544,3688,He expected more from Technical Support.,"['He', 'expected', 'more', 'from', 'Technical', 'Support', '.']"
545,2617,Hopes to get an additonal line working by the end of the week for his wife.,"['Hopes', 'to', 'get', 'an', 'additonal', 'line', 'working', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
546,733,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.,"['Needs', 'help', 'learning', 'how', 'to', 'use', 'the', 'phone', '.', 'I', 'suggested', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
